PC,    I,     INSTRUCTION,  x,   kk,    regVx
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   8
365,    3b7,     3000,        0,  0,   8
367,    3b7,     dbc6,        b,  c6,   10a
369,    3b7,     7b0c,        b,  c,   116
34f,    3b7,     ee,        0,  ee,   8
351,    3b7,     8106,        1,  6,   4
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   4
365,    3b7,     3000,        0,  0,   4
367,    3b7,     dbc6,        b,  c6,   116
369,    3b7,     7b0c,        b,  c,   122
353,    3b7,     ee,        0,  ee,   4
355,    3b7,     8106,        1,  6,   2
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   2
365,    3b7,     3000,        0,  0,   2
367,    3b7,     dbc6,        b,  c6,   122
369,    3b7,     7b0c,        b,  c,   12e
357,    3b7,     ee,        0,  ee,   2
359,    3b7,     8106,        1,  6,   1
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   1
365,    3b7,     3000,        0,  0,   1
367,    3b7,     dbc6,        b,  c6,   12e
369,    3b7,     7b0c,        b,  c,   13a
35b,    3b7,     ee,        0,  ee,   1
35d,    3b7,     7bd0,        b,  d0,   20a
311,    3b7,     ee,        0,  ee,   1
313,    3b7,     8ba4,        b,  a4,   20e
315,    3b7,     3b12,        b,  12,   20e
31b,    3b7,     131b,        3,  1b,   0
31d,    3b7,     3b02,        b,  2,   20e
323,    3b7,     1323,        3,  23,   0
347,    3b7,     2347,        3,  47,   0
349,    3b7,     a3b7,        3,  b7,   0
34b,    3b7,     f91e,        9,  1e,   0
34d,    3b7,     6108,        1,  8,   8
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   8
365,    3b7,     3000,        0,  0,   8
367,    3b7,     dbc6,        b,  c6,   20e
369,    3b7,     7b0c,        b,  c,   21a
34f,    3b7,     ee,        0,  ee,   8
351,    3b7,     8106,        1,  6,   4
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   4
365,    3b7,     3000,        0,  0,   4
367,    3b7,     dbc6,        b,  c6,   21a
369,    3b7,     7b0c,        b,  c,   226
353,    3b7,     ee,        0,  ee,   4
355,    3b7,     8106,        1,  6,   2
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   2
365,    3b7,     3000,        0,  0,   2
367,    3b7,     dbc6,        b,  c6,   226
369,    3b7,     7b0c,        b,  c,   232
357,    3b7,     ee,        0,  ee,   2
359,    3b7,     8106,        1,  6,   1
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   1
365,    3b7,     3000,        0,  0,   1
367,    3b7,     dbc6,        b,  c6,   232
369,    3b7,     7b0c,        b,  c,   23e
35b,    3b7,     ee,        0,  ee,   1
35d,    3b7,     7bd0,        b,  d0,   30e
325,    3b7,     ee,        0,  ee,   1
327,    3b7,     3c18,        c,  18,   4
26f,    3b7,     126f,        2,  6f,   8
271,    3b7,     6004,        0,  4,   4
273,    3b7,     e09e,        0,  9e,   4
27d,    3b7,     127d,        2,  7d,   8
27f,    3b7,     6006,        0,  6,   6
281,    3b7,     e09e,        0,  9e,   6
28b,    3b7,     128b,        2,  8b,   8
28f,    3b7,     3600,        6,  0,   0
291,    3b7,     6005,        0,  5,   5
293,    3b7,     e09e,        0,  9e,   5
2e9,    3b7,     12e9,        2,  e9,   8
2eb,    3b7,     3e00,        e,  0,   f
307,    3b7,     1307,        3,  7,   0
309,    3b7,     f707,        7,  7,   0
30d,    3b7,     3700,        7,  0,   0
30f,    3b7,     fd15,        d,  15,   3c
347,    3b7,     2347,        3,  47,   0
349,    3b7,     a3b7,        3,  b7,   0
34b,    3b7,     f91e,        9,  1e,   0
34d,    3b7,     6108,        1,  8,   8
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   8
365,    3b7,     3000,        0,  0,   8
367,    3b7,     dbc6,        b,  c6,   30e
369,    3b7,     7b0c,        b,  c,   31a
34f,    3b7,     ee,        0,  ee,   8
351,    3b7,     8106,        1,  6,   4
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   4
365,    3b7,     3000,        0,  0,   4
367,    3b7,     dbc6,        b,  c6,   31a
369,    3b7,     7b0c,        b,  c,   326
353,    3b7,     ee,        0,  ee,   4
355,    3b7,     8106,        1,  6,   2
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   2
365,    3b7,     3000,        0,  0,   2
367,    3b7,     dbc6,        b,  c6,   326
369,    3b7,     7b0c,        b,  c,   332
357,    3b7,     ee,        0,  ee,   2
359,    3b7,     8106,        1,  6,   1
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   1
365,    3b7,     3000,        0,  0,   1
367,    3b7,     dbc6,        b,  c6,   332
369,    3b7,     7b0c,        b,  c,   33e
35b,    3b7,     ee,        0,  ee,   1
35d,    3b7,     7bd0,        b,  d0,   40e
311,    3b7,     ee,        0,  ee,   1
313,    3b7,     8ba4,        b,  a4,   412
315,    3b7,     3b12,        b,  12,   412
31b,    3b7,     131b,        3,  1b,   0
31d,    3b7,     3b02,        b,  2,   412
323,    3b7,     1323,        3,  23,   0
347,    3b7,     2347,        3,  47,   0
349,    3b7,     a3b7,        3,  b7,   0
34b,    3b7,     f91e,        9,  1e,   0
34d,    3b7,     6108,        1,  8,   8
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   8
365,    3b7,     3000,        0,  0,   8
367,    3b7,     dbc6,        b,  c6,   412
369,    3b7,     7b0c,        b,  c,   41e
34f,    3b7,     ee,        0,  ee,   8
351,    3b7,     8106,        1,  6,   4
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   4
365,    3b7,     3000,        0,  0,   4
367,    3b7,     dbc6,        b,  c6,   41e
369,    3b7,     7b0c,        b,  c,   42a
353,    3b7,     ee,        0,  ee,   4
355,    3b7,     8106,        1,  6,   2
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   2
365,    3b7,     3000,        0,  0,   2
367,    3b7,     dbc6,        b,  c6,   42a
369,    3b7,     7b0c,        b,  c,   436
357,    3b7,     ee,        0,  ee,   2
359,    3b7,     8106,        1,  6,   1
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   1
365,    3b7,     3000,        0,  0,   1
367,    3b7,     dbc6,        b,  c6,   436
369,    3b7,     7b0c,        b,  c,   442
35b,    3b7,     ee,        0,  ee,   1
35d,    3b7,     7bd0,        b,  d0,   512
325,    3b7,     ee,        0,  ee,   1
327,    3b7,     3c18,        c,  18,   4
26f,    3b7,     126f,        2,  6f,   8
271,    3b7,     6004,        0,  4,   4
273,    3b7,     e09e,        0,  9e,   4
27d,    3b7,     127d,        2,  7d,   8
27f,    3b7,     6006,        0,  6,   6
281,    3b7,     e09e,        0,  9e,   6
28b,    3b7,     128b,        2,  8b,   8
28f,    3b7,     3600,        6,  0,   0
291,    3b7,     6005,        0,  5,   5
293,    3b7,     e09e,        0,  9e,   5
2e9,    3b7,     12e9,        2,  e9,   8
2eb,    3b7,     3e00,        e,  0,   f
307,    3b7,     1307,        3,  7,   0
309,    3b7,     f707,        7,  7,   0
30d,    3b7,     3700,        7,  0,   0
30f,    3b7,     fd15,        d,  15,   3c
347,    3b7,     2347,        3,  47,   0
349,    3b7,     a3b7,        3,  b7,   0
34b,    3b7,     f91e,        9,  1e,   0
34d,    3b7,     6108,        1,  8,   8
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   8
365,    3b7,     3000,        0,  0,   8
367,    3b7,     dbc6,        b,  c6,   512
369,    3b7,     7b0c,        b,  c,   51e
34f,    3b7,     ee,        0,  ee,   8
351,    3b7,     8106,        1,  6,   4
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   4
365,    3b7,     3000,        0,  0,   4
367,    3b7,     dbc6,        b,  c6,   51e
369,    3b7,     7b0c,        b,  c,   52a
353,    3b7,     ee,        0,  ee,   4
355,    3b7,     8106,        1,  6,   2
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   2
365,    3b7,     3000,        0,  0,   2
367,    3b7,     dbc6,        b,  c6,   52a
369,    3b7,     7b0c,        b,  c,   536
357,    3b7,     ee,        0,  ee,   2
359,    3b7,     8106,        1,  6,   1
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   1
365,    3b7,     3000,        0,  0,   1
367,    3b7,     dbc6,        b,  c6,   536
369,    3b7,     7b0c,        b,  c,   542
35b,    3b7,     ee,        0,  ee,   1
35d,    3b7,     7bd0,        b,  d0,   612
311,    3b7,     ee,        0,  ee,   1
313,    3b7,     8ba4,        b,  a4,   616
315,    3b7,     3b12,        b,  12,   616
31b,    3b7,     131b,        3,  1b,   0
31d,    3b7,     3b02,        b,  2,   616
323,    3b7,     1323,        3,  23,   0
347,    3b7,     2347,        3,  47,   0
349,    3b7,     a3b7,        3,  b7,   0
34b,    3b7,     f91e,        9,  1e,   0
34d,    3b7,     6108,        1,  8,   8
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   8
365,    3b7,     3000,        0,  0,   8
367,    3b7,     dbc6,        b,  c6,   616
369,    3b7,     7b0c,        b,  c,   622
34f,    3b7,     ee,        0,  ee,   8
351,    3b7,     8106,        1,  6,   4
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   4
365,    3b7,     3000,        0,  0,   4
367,    3b7,     dbc6,        b,  c6,   622
369,    3b7,     7b0c,        b,  c,   62e
353,    3b7,     ee,        0,  ee,   4
355,    3b7,     8106,        1,  6,   2
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   2
365,    3b7,     3000,        0,  0,   2
367,    3b7,     dbc6,        b,  c6,   62e
369,    3b7,     7b0c,        b,  c,   63a
357,    3b7,     ee,        0,  ee,   2
359,    3b7,     8106,        1,  6,   1
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   1
365,    3b7,     3000,        0,  0,   1
367,    3b7,     dbc6,        b,  c6,   63a
369,    3b7,     7b0c,        b,  c,   646
35b,    3b7,     ee,        0,  ee,   1
35d,    3b7,     7bd0,        b,  d0,   716
325,    3b7,     ee,        0,  ee,   1
327,    3b7,     3c18,        c,  18,   4
26f,    3b7,     126f,        2,  6f,   8
271,    3b7,     6004,        0,  4,   4
273,    3b7,     e09e,        0,  9e,   4
27d,    3b7,     127d,        2,  7d,   8
27f,    3b7,     6006,        0,  6,   6
281,    3b7,     e09e,        0,  9e,   6
28b,    3b7,     128b,        2,  8b,   8
28f,    3b7,     3600,        6,  0,   0
291,    3b7,     6005,        0,  5,   5
293,    3b7,     e09e,        0,  9e,   5
2e9,    3b7,     12e9,        2,  e9,   8
2eb,    3b7,     3e00,        e,  0,   f
307,    3b7,     1307,        3,  7,   0
309,    3b7,     f707,        7,  7,   0
30d,    3b7,     3700,        7,  0,   0
30f,    3b7,     fd15,        d,  15,   3c
347,    3b7,     2347,        3,  47,   0
349,    3b7,     a3b7,        3,  b7,   0
34b,    3b7,     f91e,        9,  1e,   0
34d,    3b7,     6108,        1,  8,   8
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   8
365,    3b7,     3000,        0,  0,   8
367,    3b7,     dbc6,        b,  c6,   716
369,    3b7,     7b0c,        b,  c,   722
34f,    3b7,     ee,        0,  ee,   8
351,    3b7,     8106,        1,  6,   4
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   4
365,    3b7,     3000,        0,  0,   4
367,    3b7,     dbc6,        b,  c6,   722
369,    3b7,     7b0c,        b,  c,   72e
353,    3b7,     ee,        0,  ee,   4
355,    3b7,     8106,        1,  6,   2
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   2
365,    3b7,     3000,        0,  0,   2
367,    3b7,     dbc6,        b,  c6,   72e
369,    3b7,     7b0c,        b,  c,   73a
357,    3b7,     ee,        0,  ee,   2
359,    3b7,     8106,        1,  6,   1
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   1
365,    3b7,     3000,        0,  0,   1
367,    3b7,     dbc6,        b,  c6,   73a
369,    3b7,     7b0c,        b,  c,   746
35b,    3b7,     ee,        0,  ee,   1
35d,    3b7,     7bd0,        b,  d0,   816
311,    3b7,     ee,        0,  ee,   1
313,    3b7,     8ba4,        b,  a4,   81a
315,    3b7,     3b12,        b,  12,   81a
31b,    3b7,     131b,        3,  1b,   0
31d,    3b7,     3b02,        b,  2,   81a
323,    3b7,     1323,        3,  23,   0
347,    3b7,     2347,        3,  47,   0
349,    3b7,     a3b7,        3,  b7,   0
34b,    3b7,     f91e,        9,  1e,   0
34d,    3b7,     6108,        1,  8,   8
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   8
365,    3b7,     3000,        0,  0,   8
367,    3b7,     dbc6,        b,  c6,   81a
369,    3b7,     7b0c,        b,  c,   826
34f,    3b7,     ee,        0,  ee,   8
351,    3b7,     8106,        1,  6,   4
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   4
365,    3b7,     3000,        0,  0,   4
367,    3b7,     dbc6,        b,  c6,   826
369,    3b7,     7b0c,        b,  c,   832
353,    3b7,     ee,        0,  ee,   4
355,    3b7,     8106,        1,  6,   2
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   2
365,    3b7,     3000,        0,  0,   2
367,    3b7,     dbc6,        b,  c6,   832
369,    3b7,     7b0c,        b,  c,   83e
357,    3b7,     ee,        0,  ee,   2
359,    3b7,     8106,        1,  6,   1
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   1
365,    3b7,     3000,        0,  0,   1
367,    3b7,     dbc6,        b,  c6,   83e
369,    3b7,     7b0c,        b,  c,   84a
35b,    3b7,     ee,        0,  ee,   1
35d,    3b7,     7bd0,        b,  d0,   91a
325,    3b7,     ee,        0,  ee,   1
327,    3b7,     3c18,        c,  18,   4
26f,    3b7,     126f,        2,  6f,   8
271,    3b7,     6004,        0,  4,   4
273,    3b7,     e09e,        0,  9e,   4
27d,    3b7,     127d,        2,  7d,   8
27f,    3b7,     6006,        0,  6,   6
281,    3b7,     e09e,        0,  9e,   6
28b,    3b7,     128b,        2,  8b,   8
28f,    3b7,     3600,        6,  0,   0
291,    3b7,     6005,        0,  5,   5
293,    3b7,     e09e,        0,  9e,   5
2e9,    3b7,     12e9,        2,  e9,   8
2eb,    3b7,     3e00,        e,  0,   f
307,    3b7,     1307,        3,  7,   0
309,    3b7,     f707,        7,  7,   0
30d,    3b7,     3700,        7,  0,   0
30f,    3b7,     fd15,        d,  15,   3c
347,    3b7,     2347,        3,  47,   0
349,    3b7,     a3b7,        3,  b7,   0
34b,    3b7,     f91e,        9,  1e,   0
34d,    3b7,     6108,        1,  8,   8
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   8
365,    3b7,     3000,        0,  0,   8
367,    3b7,     dbc6,        b,  c6,   91a
369,    3b7,     7b0c,        b,  c,   926
34f,    3b7,     ee,        0,  ee,   8
351,    3b7,     8106,        1,  6,   4
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   4
365,    3b7,     3000,        0,  0,   4
367,    3b7,     dbc6,        b,  c6,   926
369,    3b7,     7b0c,        b,  c,   932
353,    3b7,     ee,        0,  ee,   4
355,    3b7,     8106,        1,  6,   2
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   2
365,    3b7,     3000,        0,  0,   2
367,    3b7,     dbc6,        b,  c6,   932
369,    3b7,     7b0c,        b,  c,   93e
357,    3b7,     ee,        0,  ee,   2
359,    3b7,     8106,        1,  6,   1
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   1
365,    3b7,     3000,        0,  0,   1
367,    3b7,     dbc6,        b,  c6,   93e
369,    3b7,     7b0c,        b,  c,   94a
35b,    3b7,     ee,        0,  ee,   1
35d,    3b7,     7bd0,        b,  d0,   a1a
311,    3b7,     ee,        0,  ee,   1
313,    3b7,     8ba4,        b,  a4,   a1e
315,    3b7,     3b12,        b,  12,   a1e
31b,    3b7,     131b,        3,  1b,   0
31d,    3b7,     3b02,        b,  2,   a1e
323,    3b7,     1323,        3,  23,   0
347,    3b7,     2347,        3,  47,   0
349,    3b7,     a3b7,        3,  b7,   0
34b,    3b7,     f91e,        9,  1e,   0
34d,    3b7,     6108,        1,  8,   8
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   8
365,    3b7,     3000,        0,  0,   8
367,    3b7,     dbc6,        b,  c6,   a1e
369,    3b7,     7b0c,        b,  c,   a2a
34f,    3b7,     ee,        0,  ee,   8
351,    3b7,     8106,        1,  6,   4
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   4
365,    3b7,     3000,        0,  0,   4
367,    3b7,     dbc6,        b,  c6,   a2a
369,    3b7,     7b0c,        b,  c,   a36
353,    3b7,     ee,        0,  ee,   4
355,    3b7,     8106,        1,  6,   2
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   2
365,    3b7,     3000,        0,  0,   2
367,    3b7,     dbc6,        b,  c6,   a36
369,    3b7,     7b0c,        b,  c,   a42
357,    3b7,     ee,        0,  ee,   2
359,    3b7,     8106,        1,  6,   1
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   1
365,    3b7,     3000,        0,  0,   1
367,    3b7,     dbc6,        b,  c6,   a42
369,    3b7,     7b0c,        b,  c,   a4e
35b,    3b7,     ee,        0,  ee,   1
35d,    3b7,     7bd0,        b,  d0,   b1e
325,    3b7,     ee,        0,  ee,   1
327,    3b7,     3c18,        c,  18,   4
26f,    3b7,     126f,        2,  6f,   8
271,    3b7,     6004,        0,  4,   4
273,    3b7,     e09e,        0,  9e,   4
27d,    3b7,     127d,        2,  7d,   8
27f,    3b7,     6006,        0,  6,   6
281,    3b7,     e09e,        0,  9e,   6
28b,    3b7,     128b,        2,  8b,   8
28f,    3b7,     3600,        6,  0,   0
291,    3b7,     6005,        0,  5,   5
293,    3b7,     e09e,        0,  9e,   5
2e9,    3b7,     12e9,        2,  e9,   8
2eb,    3b7,     3e00,        e,  0,   f
307,    3b7,     1307,        3,  7,   0
309,    3b7,     f707,        7,  7,   0
30d,    3b7,     3700,        7,  0,   0
30f,    3b7,     fd15,        d,  15,   3c
347,    3b7,     2347,        3,  47,   0
349,    3b7,     a3b7,        3,  b7,   0
34b,    3b7,     f91e,        9,  1e,   0
34d,    3b7,     6108,        1,  8,   8
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   8
365,    3b7,     3000,        0,  0,   8
367,    3b7,     dbc6,        b,  c6,   b1e
369,    3b7,     7b0c,        b,  c,   b2a
34f,    3b7,     ee,        0,  ee,   8
351,    3b7,     8106,        1,  6,   4
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   4
365,    3b7,     3000,        0,  0,   4
367,    3b7,     dbc6,        b,  c6,   b2a
369,    3b7,     7b0c,        b,  c,   b36
353,    3b7,     ee,        0,  ee,   4
355,    3b7,     8106,        1,  6,   2
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   2
365,    3b7,     3000,        0,  0,   2
367,    3b7,     dbc6,        b,  c6,   b36
369,    3b7,     7b0c,        b,  c,   b42
357,    3b7,     ee,        0,  ee,   2
359,    3b7,     8106,        1,  6,   1
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   1
365,    3b7,     3000,        0,  0,   1
367,    3b7,     dbc6,        b,  c6,   b42
369,    3b7,     7b0c,        b,  c,   b4e
35b,    3b7,     ee,        0,  ee,   1
35d,    3b7,     7bd0,        b,  d0,   c1e
311,    3b7,     ee,        0,  ee,   1
313,    3b7,     8ba4,        b,  a4,   c22
315,    3b7,     3b12,        b,  12,   c22
31b,    3b7,     131b,        3,  1b,   0
31d,    3b7,     3b02,        b,  2,   c22
323,    3b7,     1323,        3,  23,   0
347,    3b7,     2347,        3,  47,   0
349,    3b7,     a3b7,        3,  b7,   0
34b,    3b7,     f91e,        9,  1e,   0
34d,    3b7,     6108,        1,  8,   8
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   8
365,    3b7,     3000,        0,  0,   8
367,    3b7,     dbc6,        b,  c6,   c22
369,    3b7,     7b0c,        b,  c,   c2e
34f,    3b7,     ee,        0,  ee,   8
351,    3b7,     8106,        1,  6,   4
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   4
365,    3b7,     3000,        0,  0,   4
367,    3b7,     dbc6,        b,  c6,   c2e
369,    3b7,     7b0c,        b,  c,   c3a
353,    3b7,     ee,        0,  ee,   4
355,    3b7,     8106,        1,  6,   2
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   2
365,    3b7,     3000,        0,  0,   2
367,    3b7,     dbc6,        b,  c6,   c3a
369,    3b7,     7b0c,        b,  c,   c46
357,    3b7,     ee,        0,  ee,   2
359,    3b7,     8106,        1,  6,   1
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   1
365,    3b7,     3000,        0,  0,   1
367,    3b7,     dbc6,        b,  c6,   c46
369,    3b7,     7b0c,        b,  c,   c52
35b,    3b7,     ee,        0,  ee,   1
35d,    3b7,     7bd0,        b,  d0,   d22
325,    3b7,     ee,        0,  ee,   1
327,    3b7,     3c18,        c,  18,   4
26f,    3b7,     126f,        2,  6f,   8
271,    3b7,     6004,        0,  4,   4
273,    3b7,     e09e,        0,  9e,   4
27d,    3b7,     127d,        2,  7d,   8
27f,    3b7,     6006,        0,  6,   6
281,    3b7,     e09e,        0,  9e,   6
28b,    3b7,     128b,        2,  8b,   8
28f,    3b7,     3600,        6,  0,   0
291,    3b7,     6005,        0,  5,   5
293,    3b7,     e09e,        0,  9e,   5
2e9,    3b7,     12e9,        2,  e9,   8
2eb,    3b7,     3e00,        e,  0,   f
307,    3b7,     1307,        3,  7,   0
309,    3b7,     f707,        7,  7,   0
30d,    3b7,     3700,        7,  0,   0
30f,    3b7,     fd15,        d,  15,   3c
347,    3b7,     2347,        3,  47,   0
349,    3b7,     a3b7,        3,  b7,   0
34b,    3b7,     f91e,        9,  1e,   0
34d,    3b7,     6108,        1,  8,   8
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   8
365,    3b7,     3000,        0,  0,   8
367,    3b7,     dbc6,        b,  c6,   d22
369,    3b7,     7b0c,        b,  c,   d2e
34f,    3b7,     ee,        0,  ee,   8
351,    3b7,     8106,        1,  6,   4
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   4
365,    3b7,     3000,        0,  0,   4
367,    3b7,     dbc6,        b,  c6,   d2e
369,    3b7,     7b0c,        b,  c,   d3a
353,    3b7,     ee,        0,  ee,   4
355,    3b7,     8106,        1,  6,   2
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   2
365,    3b7,     3000,        0,  0,   2
367,    3b7,     dbc6,        b,  c6,   d3a
369,    3b7,     7b0c,        b,  c,   d46
357,    3b7,     ee,        0,  ee,   2
359,    3b7,     8106,        1,  6,   1
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   1
365,    3b7,     3000,        0,  0,   1
367,    3b7,     dbc6,        b,  c6,   d46
369,    3b7,     7b0c,        b,  c,   d52
35b,    3b7,     ee,        0,  ee,   1
35d,    3b7,     7bd0,        b,  d0,   e22
311,    3b7,     ee,        0,  ee,   1
313,    3b7,     8ba4,        b,  a4,   e26
315,    3b7,     3b12,        b,  12,   e26
31b,    3b7,     131b,        3,  1b,   0
31d,    3b7,     3b02,        b,  2,   e26
323,    3b7,     1323,        3,  23,   0
347,    3b7,     2347,        3,  47,   0
349,    3b7,     a3b7,        3,  b7,   0
34b,    3b7,     f91e,        9,  1e,   0
34d,    3b7,     6108,        1,  8,   8
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   8
365,    3b7,     3000,        0,  0,   8
367,    3b7,     dbc6,        b,  c6,   e26
369,    3b7,     7b0c,        b,  c,   e32
34f,    3b7,     ee,        0,  ee,   8
351,    3b7,     8106,        1,  6,   4
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   4
365,    3b7,     3000,        0,  0,   4
367,    3b7,     dbc6,        b,  c6,   e32
369,    3b7,     7b0c,        b,  c,   e3e
353,    3b7,     ee,        0,  ee,   4
355,    3b7,     8106,        1,  6,   2
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   2
365,    3b7,     3000,        0,  0,   2
367,    3b7,     dbc6,        b,  c6,   e3e
369,    3b7,     7b0c,        b,  c,   e4a
357,    3b7,     ee,        0,  ee,   2
359,    3b7,     8106,        1,  6,   1
35f,    3b7,     235f,        3,  5f,   0
361,    3b7,     80e0,        0,  e0,   f
363,    3b7,     8012,        0,  12,   1
365,    3b7,     3000,        0,  0,   1
